subject,body,category,subcategory
System notification,This is a system-generated email regarding status update. Please do not respond to this message. Contact support@service.com for support.,non-ticket,noreply
Problem Ticket: immediate attention required,Problem record created: Intermittent authentication failure. Unable to reproduce consistently. Logs show Monday morning. Need deep dive analysis.,ticket,problem
Service Outage: Backup Service,We are experiencing authentication failure. Users are unable to login. This is affecting production environment. Please investigate immediately.,ticket,incident
Application Error - 404 Not Found,Incident #: data corruption - immediate attention required. Status: Critical. Multiple departments affected.,ticket,incident
Transaction completed,This is an automated message from Banking Portal. Your subscription has been processed. Reference: REF809478. Do not reply to this email.,non-ticket,noreply
Confirm your identity: 286546,Your OTP for Company Portal is 286546. This is an automated message. Please do not reply.,non-ticket,otp
Printer not responding,Emergency: File Sharing is not responding. Getting error: 500 Internal Server Error. Business operations halted.,ticket,incident
Multiple incidents related to load balancer,We have observed a recurring pattern with authentication failure. This has occurred 32 times in the past 3 days. Root cause analysis needed.,ticket,problem
Login failed for multiple users,The API Gateway has crashed. Error message: Connection Timeout. This is blocking reporting. High priority.,ticket,incident
Delivery confirmation,This is a system-generated email regarding system event. Please do not respond to this message. Contact support@help.com for support.,non-ticket,noreply
Change Request for Development,Requesting approval for server upgrade. Environment: Production. Risk Level: High. Testing completed in Development.,ticket,change
Database schema update request,Database migration scheduled for 2026-03-08. Backup completed. Migration scripts tested. Expected duration: 1 hours.,ticket,change
Security Code for CRM System,449432 is your authentication code. Enter this code to verify your identity. Code expires at 06:21.,non-ticket,otp
Sale Alert: Up to 62% off,"Newsletter: account activity. This month features: Feature Article, Product Updates, Customer Stories. Read more on our website.",non-ticket,marketing
Urgent: Your account needs verification,Urgent: Your email has been suspended. Click this link to verify your information within 24 hours or lose access.,non-ticket,spam
500 error on /dashboard,Production database throwing errors. Queries timing out. Application performance severely degraded.,ticket,incident
Application crash on Mobile,Emergency: Payment Processing is not responding. Getting error: Access Denied. Business operations halted.,ticket,incident
500 error on /admin,Incident #: timeout errors - urgent resolution needed. Status: Critical. Multiple departments affected.,ticket,incident
Your OTP Code,Your one-time password is: 177153. This code will expire in 6 minutes. Do not share this code with anyone.,non-ticket,otp
Remote access setup needed,"Request for new user account. Name: David Jones, Department: HR, Start Date: 2026-03-13. Please create with standard permissions.",ticket,request
500 error on /dashboard,The Web Portal has crashed. Error message: Connection Timeout. This is blocking customer onboarding. High priority.,ticket,incident
Act now! Limited spots available,CONGRATULATIONS! You have been selected to receive a vacation package. Click here immediately to claim your reward. Act fast!,non-ticket,spam
Problem: Database intermittent failures,Problem ticket created to investigate authentication failure. Frequency: weekly. Impact: all users. Need permanent solution.,ticket,problem
Shared drive access needed,Can you please install Salesforce on my workstation? I need it for Project Delta. Computer ID: PC-6191.,ticket,request
Payment gateway failure,Users reporting authentication failure since 8:35 PM. 91 users affected. Production environment impacted.,ticket,incident
Authentication Code,Your one-time password is: 886859. This code will expire in 7 minutes. Do not share this code with anyone.,non-ticket,otp
Email server down,Critical incident reported: report generation. Service is currently down. Multiple users affected. Need urgent resolution.,ticket,incident
Your monthly roundup,New arrivals: new arrivals. Be the first to shop our latest collection. Free shipping on orders over $131.,non-ticket,marketing
Network connectivity issue,Users reporting timeout errors since 6:10 AM. 25 users affected. Production environment impacted.,ticket,incident
Status update: Approved,"Automated notification: Clearance Event occurred on 2026-02-14. For questions, visit our help center. Do not reply to this email.",non-ticket,noreply
Reminder: Survey Response due soon,System maintenance is scheduled for 2026-02-14 from 3:00 AM to 7:00 AM. Services may be temporarily unavailable.,non-ticket,notification
Sale Alert: Up to 20% off,"Newsletter: account activity. This month features: Feature Article, Product Updates, Customer Stories. Read more on our website.",non-ticket,marketing
Request for Zoom license,Can you please install Slack on my workstation? I need it for Project Beta. Computer ID: PC-1405.,ticket,request
Email alias creation request,I need VPN access to work remotely. Please configure my account and send setup instructions.,ticket,request
